IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,country,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
HWF_0008,Nursing personnel (number),numeric,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2018,true,,,,,,,,,,,,,406,,,,,,406,,"Source:The state of the health workforce in the WHO African Region, 2021 report",EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,AMR,Americas,Country,ECU,Ecuador,Year,2018,true,,,,,,,,,,,,,42811,,,,,,"42,811",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,WPR,Western Pacific,Country,KIR,Kiribati,Year,2018,true,,,,,,,,,,,,,443,,,,,,443,,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2018,true,,,,,,,,,,,,,47882,,,,,,"47,882",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,AFR,Africa,Country,COG,Congo,Year,2018,true,,,,,,,,,,,,,5081,,,,,,"5,081",,"Source:The state of the health workforce in the WHO African Region, 2021 report",EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,AMR,Americas,Country,USA,United States of America,Year,2018,true,,,,,,,,,,,,,5130507,,,,,,"5,130,507",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,AFR,Africa,Country,MLI,Mali,Year,2018,true,,,,,,,,,,,,,5174,,,,,,"5,174",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2018,true,,,,,,,,,,,,,5757,,,,,,"5,757",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,AFR,Africa,Country,DZA,Algeria,Year,2018,true,,,,,,,,,,,,,56411,,,,,,"56,411",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,EUR,Europe,Country,DNK,Denmark,Year,2018,true,,,,,,,,,,,,,58509,,,,,,"58,509",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2018,true,,,,,,,,,,,,,59690,,,,,,"59,690",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,AFR,Africa,Country,KEN,Kenya,Year,2018,true,,,,,,,,,,,,,59901,,,,,,"59,901",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,AFR,Africa,Country,LSO,Lesotho,Year,2018,true,,,,,,,,,,,,,6866,,,,,,"6,866",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,AMR,Americas,Country,HND,Honduras,Year,2018,true,,,,,,,,,,,,,6986,,,,,,"6,986",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,AFR,Africa,Country,GIN,Guinea,Year,2018,true,,,,,,,,,,,,,7195,,,,,,"7,195",,"Source:The state of the health workforce in the WHO African Region, 2021 report",EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,AMR,Americas,Country,GRD,Grenada,Year,2018,true,,,,,,,,,,,,,700,,,,,,700,,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2018,true,,,,,,,,,,,,,706,,,,,,706,,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2018,true,,,,,,,,,,,,,773,,,,,,773,,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,AMR,Americas,Country,PER,Peru,Year,2018,true,,,,,,,,,,,,,78048,,,,,,"78,048",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,EMR,Eastern Mediterranean,Country,PSE,Occupied Palestinian territory,Year,2018,true,,,,,,,,,,,,,8286,,,,,,"8,286",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,AFR,Africa,Country,BWA,Botswana,Year,2018,true,,,,,,,,,,,,,8500,,,,,,"8,500",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,WPR,Western Pacific,Country,NRU,Nauru,Year,2018,true,,,,,,,,,,,,,84,,,,,,84,,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,AMR,Americas,Country,CUB,Cuba,Year,2018,true,,,,,,,,,,,,,85732,,,,,,"85,732",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,AMR,Americas,Country,BRB,Barbados,Year,2018,true,,,,,,,,,,,,,877,,,,,,877,,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,AMR,Americas,Country,BLZ,Belize,Year,2018,true,,,,,,,,,,,,,897,,,,,,897,,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,AFR,Africa,Country,CMR,Cameroon,Year,2018,true,,,,,,,,,,,,,9156,,,,,,"9,156",,"Source:The state of the health workforce in the WHO African Region, 2021 report",EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,AFR,Africa,Country,LBR,Liberia,Year,2018,true,,,,,,,,,,,,,9415,,,,,,"9,415",,"Source:The state of the health workforce in the WHO African Region, 2021 report",EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2018,true,,,,,,,,,,,,,93326,,,,,,"93,326",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,2017,true,,,,,,,,,,,,,105125,,,,,,"105,125",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,AMR,Americas,Country,ARG,Argentina,Year,2017,true,,,,,,,,,,,,,114219,,,,,,"114,219",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,EUR,Europe,Country,ROU,Romania,Year,2017,true,,,,,,,,,,,,,141821,,,,,,"141,821",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2017,true,,,,,,,,,,,,,17449,,,,,,"17,449",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2017,true,,,,,,,,,,,,,28739,,,,,,"28,739",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2017,true,,,,,,,,,,,,,35636,,,,,,"35,636",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2017,true,,,,,,,,,,,,,41934,,,,,,"41,934",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,AMR,Americas,Country,DMA,Dominica,Year,2017,true,,,,,,,,,,,,,436,,,,,,436,,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2017,true,,,,,,,,,,,,,45326,,,,,,"45,326",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,AMR,Americas,Country,LCA,Saint Lucia,Year,2017,true,,,,,,,,,,,,,476,,,,,,476,,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2017,true,,,,,,,,,,,,,6992,,,,,,"6,992",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,AMR,Americas,Country,NIC,Nicaragua,Year,2017,true,,,,,,,,,,,,,9912,,,,,,"9,912",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2016,true,,,,,,,,,,,,,106654,,,,,,"106,654",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2016,true,,,,,,,,,,,,,26908,,,,,,"26,908",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,EUR,Europe,Country,HRV,Croatia,Year,2016,true,,,,,,,,,,,,,34184,,,,,,"34,184",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,EUR,Europe,Country,SRB,Serbia,Year,2016,true,,,,,,,,,,,,,53881,,,,,,"53,881",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,EUR,Europe,Country,CYP,Cyprus,Year,2016,true,,,,,,,,,,,,,6145,,,,,,"6,145",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2015,true,,,,,,,,,,,,,118693,,,,,,"118,693",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,EUR,Europe,Country,ARM,Armenia,Year,2015,true,,,,,,,,,,,,,13262,,,,,,"13,262",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,2015,true,,,,,,,,,,,,,216,,,,,,216,,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,EUR,Europe,Country,AND,Andorra,Year,2015,true,,,,,,,,,,,,,296,,,,,,296,,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2015,true,,,,,,,,,,,,,3422,,,,,,"3,422",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,EUR,Europe,Country,MKD,The former Yugoslav Republic of Macedonia,Year,2015,true,,,,,,,,,,,,,7884,,,,,,"7,884",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,EUR,Europe,Country,BLR,Belarus,Year,2015,true,,,,,,,,,,,,,98875,,,,,,"98,875",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2014,true,,,,,,,,,,,,,23090,,,,,,"23,090",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,EUR,Europe,Country,SMR,San Marino,Year,2014,true,,,,,,,,,,,,,253,,,,,,253,,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,EUR,Europe,Country,UKR,Ukraine,Year,2014,true,,,,,,,,,,,,,284207,,,,,,"284,207",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2014,true,,,,,,,,,,,,,318196,,,,,,"318,196",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2014,true,,,,,,,,,,,,,34696,,,,,,"34,696",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2014,true,,,,,,,,,,,,,488,,,,,,488,,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2014,true,,,,,,,,,,,,,56148,,,,,,"56,148",,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,EUR,Europe,Country,MCO,Monaco,Year,2014,true,,,,,,,,,,,,,732,,,,,,732,,,EN,2022-01-09T23:00:00.000Z
HWF_0008,Nursing personnel (number),numeric,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2014,true,,,,,,,,,,,,,825,,,,,,825,,,EN,2022-01-09T23:00:00.000Z
